address;name;type;postcode;phone;email;educational;topics;languages;lat;lon
Beselerstr. 1 - 3;Verein zur Förderung der Mehrsprachigkeit e.V.;Kindertagesstätte;12249;03076804767;berliner.spatzen@web.de;bilingual (deutsch-englisch), bilingual (deutsch-russisch);;;52.4292179;13.3518592
Wedellstr. 59;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;12249;030290276630;kita-wedellstr@kitasw.berlin.de;;;;52.43124719999999;13.360067
Gallwitzallee 2;Ev. Kirchengemeinde Dreifaltigkeit;Kindertagesstätte;12249;030774 60 35;kita.dreifaltigkeit@googlemail.com;;;;52.4357528;13.3455154
Sondershauser Str. 50;Ev. Kirchengemeinde Dietrich-Bonhoeffer;Kindertagesstätte;12249;030711 50 27;kuesterei@bonhoeffergemeinde.de;;;;52.4197826;13.3427556
Emilienstr. 9;Kath. Kirchengemeinde St. Alfons;Kindertagesstätte;12277;030722 70 61;kitastalfons@arcor.de;Situationsansatz;Integration von Kindern mit Behinderung, Religionspädagogik;;52.4238516;13.3708589
Stegerwaldstr. 50;Nachbarschaftsheim Schöneberg e.V.;Kindertagesstätte;12277;03075 77 78 70;kita-stegerwald@nbhs.de;Sonstiges;Integration von Kindern mit Behinderung;;52.4212193;13.368329
Domagkstr. 4;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;12277;030290276030;kita-domagkstr@kitasw.berlin.de;;;;52.41619;13.36675
Großbeerenstr. 5;Mücke e.V.;Eltern-Initiativ-Kindertagesstätte;12277;0307065351;kitamuecke@t-online.de;Situationsansatz;;;52.4107352;13.3756523
Fritz-Werner-Str. 43;Gemeinnützige BOOT GmbH;Kindertagesstätte;12277;03093952557;fritz-werner@bootkitas.de;Situationsansatz;Integration von Kindern mit Behinderung, Körper und Bewegung;;52.42935629999999;13.3818555
Grimmingweg 1B;Ev. Kirchengemeinde Berlin Mariendorf-Süd;Kindertagesstätte;12277;030741 30 10;kita@mariendorf-sued.de;;;;52.4185342;13.3930869
Kirchstr. 31;Leben mit Kindern gGmbH;Kindertagesstätte;12277;0307212354;dreikoenigs-kita@lemiki.de;Situationsansatz;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.41685;13.36951
An der Dorfkirche 5;Krümel-Club gGmbH;Kindertagesstätte;12277;03095627873;;;;;52.4132338;13.3674688
Malteserstr. 120;Stadtteilzentrum Steglitz - Verein für soziale Arbeit e.V.;Kindertagesstätte;12277;03098327770;luff@stadtteilzentrum-steglitz.de;;Integration von Kindern mit Behinderung;;52.4107352;13.3756523
Bruno-Möhring-Str. 7 -9;PeWoBe Gemeinnützige SozialeBetreuungsgesellschaft mbH;Kindertagesstätte;12277;030346 26 795;leitung-kleckerbande@pewobe.de;Situationsansatz;;;52.4246884;13.3703033
Ahrensdorfer Str. 31;Kinderwelt e. V. Berlin;Eltern-Initiativ-Kindertagesstätte;12279;721 93 45;;Situationsansatz;;;52.4081176;13.3561861
Marienfelder Allee 203A;Kita Kinder Wunderland gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12279;0176 84449332;kita-wunderland@gmx.de;;;;52.40815;13.35907
Tirschenreuther Ring 69;Jungadler e.V.;Eltern-Initiativ-Kindertagesstätte;12279;0307224550;info@kita-jungadler.de;Montessori-Pädagogik;Interkulturelle Pädagogik, Natur- und Umweltpädagogik;;52.4099;13.3547
Friedenfelser Str. 13;Elterninitiative Kindertagesstätte Spatzennest e. V., abgekürzt EKT Spatzennest;Eltern-Initiativ-Kindertagesstätte;12279;0307215542;Spatzennest-ev@gmx.de;;;;52.41370999999999;13.36108
Waldsassener Str. 50;Elterninitiativ - Kindertagesstätte Marienfelde e. V.;Eltern-Initiativ-Kindertagesstätte;12279;0307112391;ekt-marienfelde@t-online.de;;;;52.40702289999999;13.3492397
Luckeweg 15;Nachbarschafts- u. Selbsthilfezentrum in der UFA-Fabrik e.V.;Kindertagesstätte;12279;03072019285;kitavierjahreszeiten@nusz.de;Gesundheit, Körper und Bewegung;;;52.41043999999999;13.35734
Waldsassener Str. 9;Leben mit Kindern gGmbH;Kindertagesstätte;12279;0307214066;kita-marienfelde@lemiki.de;Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.41315950000001;13.3503792
Friedenfelser Str. 11;One World Kinder gGmbH;Kindertagesstätte;12279;03071099600;info@oneworldkinder.de;;;;52.4142828;13.3619117
Hildburghauser Str. 73;Kita Grashüpferchen gemeinnützige GmbH;Kindertagesstätte;12279;01785547955;marienfelde@grashuepferchen.de;;;;52.41504;13.34507
Schwebelstr. 22;Kita Sonnenblume gGmbH;Kindertagesstätte;12305;03070209480;schwebelstrasse@kita-sonnenblume.eu;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik;;52.40805;13.40916
Lintruper Str. 57;Lichtenrader Dreckspatzen e.V.;Eltern-Initiativ-Kindertagesstätte;12305;03070078611;vorstand@lichtenrader-dreckspatzen.de;Montessori-Pädagogik;Integration von Kindern mit Behinderung;;52.40869739999999;13.402909
Rackebüller Weg 64;Ev. Kirchengemeinde Lichtenrade;Kindertagesstätte;12305;03066 63 14 60;tz-kita@kg-lira.de;;;;52.40535999999999;13.40213
Finchleystr. 6;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;12305;030767 66 096;finchleystrasse@inakindergarten.de;Situationsansatz;;;52.39277999999999;13.40392
Lichtenrader Damm 190;Jugend- und Sozialwerk gGmbH;Kindertagesstätte;12305;03070098933;abenteuerland-bln@jus-or.de;Montessori-Pädagogik;;;52.39559000000001;13.40605
Zeißpfad 25;Waldorfkindergarten Goldwurzel Tempelhof e.V.;Eltern-Initiativ-Kindertagesstätte;12305;03052134955;verwaltung@goldwurzel.de;Waldorfpädagogik;;;52.41178;13.40617
Ringelnatzstr. 10;Kita Sonnenblume gGmbH;Kindertagesstätte;12305;0160 5574500;;;;;52.4011319;13.4074874
Blohmstr. 37;Nachbarschafts- u. Selbsthilfezentrum in der UFA-Fabrik e.V.;Kindertagesstätte;12307;0307017 6511;kitablohmstrasse@nusz.de;;;;52.38899;13.38377
Pfarrer-Lütkehaus-Platz 1;EKT Mini-Kids-Salvator e.V.;Eltern-Initiativ-Kindertagesstätte;12307;03076106745;info@mini-kids-salvator.de;Situationsansatz;;;52.3861;13.39778
Briesingstr. 30;Die Kindergärtnerei Kinderhaus Briesingstraße e. V.;Kindertagesstätte;12307;03070787717;die-kindergaertnerei@online.de;;;;52.3836975;13.39965
Goltzstr. 33;Ev. Kirchengemeinde Lichtenrade;Kindertagesstätte;12307;030746889432;tz-kita@kg-lira.de;;;;52.3854127;13.4053402
Hohenzollernstr. 15;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;12307;030290276080;kita-hohenzollernstr@kitasw-berlin.de;;;;52.3841791;13.3883661
Spirdingseestr. 3;Kinderladen Zwergenkiste e. V.;Eltern-Initiativ-Kindertagesstätte;12307;03074309044;info@kila-zwergenkiste.de;Montessori-Pädagogik;;;52.3783803;13.4113211
Nuthestr. 18;Hauptstadtzwerge gGmbH;Kindertagesstätte;12307;0177 4220630;kita.hauptstadtzwerge@gmail.com;;;;52.3954496;13.3933323
Steinstr. 11;Kita Steinchen gGmbH;Kindertagesstätte;12307;03064166615;info@kitasteinchen.de;;;;52.39395;13.39742
Nahariyastr. 21;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;12309;030290276120;kita-nahariyastr@kitasw.berlin.de;;;;52.39226;13.41791
Groß-Ziethener Str. 82;Kindertagesstättenverein Lichtenrade-Ost e. V.;Eltern-Initiativ-Kindertagesstätte;12309;746 23 29;;Situationsansatz;;;52.39373000000001;13.41749
Alt-Lichtenrade 100;Pillepoppen e. V.;Eltern-Initiativ-Kindertagesstätte;12309;030746 59 89;mail@kila-pillepoppen.de;;;;52.39297;13.41034
Weilburgstr. 11;Gemeinnützige BOOT GmbH;Kindertagesstätte;12309;030 84850460;traumburg@bootkitas.de;;;;52.3972;13.41666
Homburgstr. 17;IKT Stadtindianer e.V.;Eltern-Initiativ-Kindertagesstätte;12309;030765 867 05;muna@stadtindianer.org;Situationsansatz;Ästhetische Bildung (Musik und Kunst);;52.39933;13.41694
Griembergweg 29;Griembergweg e.V.;Kindertagesstätte;12309;03074001700;kita.griembergweg@t-online.de;;;;52.3900914;13.416552
Alt-Lichtenrade 107;Ev. Kirchengemeinde Lichtenrade;Kindertagesstätte;12309;030745 80 04;kita@kg-lira.de;;;;52.39224;13.41113
Kirchhainer Damm 11;hisa gemeinnützige Gesellschaft mitbeschränkter Haftung (hisa gGmbH);Kindertagesstätte;12309;03070781022;info@hisa-welt.de;;;;52.38629;13.41139
Nahariyastr. 45;Kindertagesstättenverein Lichtenrade-Ost e. V.;Eltern-Initiativ-Kindertagesstätte;12309;746 26 89;;Situationsansatz;;;52.39436;13.41897
Alt-Lichtenrade 97;Jugend- und Sozialwerk gGmbH;Kindertagesstätte;12309;03070079852;feuerwache-bln@jus-or.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Theaterpädagogik;;52.39286000000001;13.41106
Nahariyastr. 40;Cheburashka gGmbH;Kindertagesstätte;12309;03048818359;tempelhof@kitacheburashka.de;Situationsansatz;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung;deutsch - russisch;52.39399;13.42022
Groß-Ziethener Str. 96;Kindertagesstättenverein Lichtenrade-Ost e. V.;Eltern-Initiativ-Kindertagesstätte;12309;745 40 96;;Situationsansatz;;;52.39465999999999;13.42231
Alt-Lichtenrade 29;LifExperience gemeinnützige Gesellschaft für Bildung Erziehung und Betreuung mbH;Kindertagesstätte;12309;0176 70785714;info@lifexperience.de;;;;52.3900914;13.416552
Groß-Ziethener Str. 90;Kindertagesstättenverein Lichtenrade-Ost e. V.;Eltern-Initiativ-Kindertagesstätte;12309;746 31 66;;;;;52.3942;13.42091
Germaniapromenade 10;Verein zur Förderung multikultureller Generation e. V.;Kindertagesstätte;12347;0306272 9166;;;;;52.46084;13.43339
Jahnstr. 85;WASSILA Soziale Gesellschaft für Integration undArbeit mit Kindern und Jugendlichen gemeinnützigeUnternehmergesellschaft (haftungsbeschränkt);Kindertagesstätte;12347;03023181272;;;;;52.4602175;13.4361897
Britzer Damm 101;Matschmonster e.V.;Eltern-Initiativ-Kindertagesstätte;12347;030-85621555;matschmonster.ev@hotmail.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;deutsch - türkisch;52.4539;13.43852
Straße 614 24;Lebenshilfe iKita gGmbH;Kindertagesstätte;12347;03060088232;integrationskita@lebenshilfe-berlin.de;Montessori-Pädagogik, Situationsansatz;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung;;52.4572555;13.4401617
Holzmindener Str. 23;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12347;030030 6061 912;kita-sonnenkaefer@fippev.de;;;;52.456654;13.4345618
Britzer Damm 139;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12347;0306064600;kindergarten@t-online.de;;;;52.4505299;13.4378461
Riesestr. 2 -4;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12347;03060 90 29 95-0;kita-riesestrasse@kita-suedost.de;Situationsansatz;;;52.45472179999999;13.44409
Wederstr. 87 -89;Hedwig und ihre Kräuterlehrlinge e.V.;Kindertagesstätte;12347;03070084739;hedwigslehrlinge@kabelmail.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4620231;13.4354853
Britzer Damm 146;EKT Elif und Emil e. V.;Kindertagesstätte;12347;03058842520;elifundemil@gmail.com;Situationsansatz;Interkulturelle Pädagogik;;52.4502421;13.4366146
Germaniapromenade 8;Sprache verbindet e. V.;Kindertagesstätte;12347;03033841760;;;;;52.46096;13.4339995
Drusenheimer Weg 43;Käptn Browser gemeinnützige Gesellschaft mit beschränkter Haftung;Kindertagesstätte;12349;030(030) 7629320;ruesselbande@kaeptnbrowser.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.41486;13.42118
Marienfelder Chaussee 66;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12349;0307420 0824;halbtagskita@neu-buckow.de;;;;52.41866;13.41635
An den Achterhöfen 1;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12349;030743 01 40;kita-andenachterhoefen@kita-suedost.de;;;;52.4214193;13.4369505
Töpchiner Weg 127 - 129;Kids-R-Kids gUG (haftungsbeschränkt);Kindertagesstätte;12349;0306693265;;;;deutsch - englisch;52.427903;13.4149763
Künheimer Weg 7 -009;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;12349;030030 7424 947;kita-kuenheimerweg@fippev.de;Situationsansatz;;;52.4156;13.41062
Sandsteinweg 25A;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;12349;0307410 6907;igelschnecken@taeks.de;Ansatz von Emmi Pikler, Montessori-Pädagogik, Reggio-Pädagogik;;;52.41708999999999;13.40181
Alt-Buckow 39;Orte für Kinder GmbH;Kindertagesstätte;12349;03068087424;alt-buckow@ortefuerkinder.de;;;;52.4213244;13.4305617
Schlierbacher Weg 18;Kasperle e. V.;Eltern-Initiativ-Kindertagesstätte;12349;030743 14 42;vorstand@kasperle-ev.de;;;;52.41703;13.40326
Quarzweg 116;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12349;030762 89 06;ev-kita.berlin-neu-buckow@kk-neukoelln.de;Religionspädagogik, Situationsansatz;;;52.4187174;13.4165884
Parksiedlung Spruch 111;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12349;030741 10 42;mail@kita-parksiedlung-spruch.de;Bewegung/Sport;;;52.4221164;13.4049232
Mohriner Allee 67;Dinglhopper e.V.;Eltern-Initiativ-Kindertagesstätte;12349;0306057261;info@dinglhopper.de;Situationsansatz;Gesundheit, Körper und Bewegung;;52.427903;13.4149763
Michel-Klinitz-Weg 18;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12349;030743 10 14;michelklinitzweg@humanistischekitas.de;;;;52.4170877;13.4293036
Mohriner Allee 96;Kleine Monster e. V.;Eltern-Initiativ-Kindertagesstätte;12349;03098357018;vorstand@kleine-monster-ag.de;Körper und Bewegung, Natur-und Umweltpädagogik;;;52.427903;13.4149763
Hirtsieferzeile 39;Erdmännchen gemeinnützige GmbH;Kindertagesstätte;12351;030;kita-erdmaennchen@gmx.de;;;;52.4307139;13.4702528
Bohm-Schuch-Weg 9;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12351;030604 30 05;ev-kita.coretta-king@kk-neukoelln.de;;;;52.43081000000001;13.45078
Juchaczweg 11;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;12351;601 81 81;info-schatzinsel@awo-suedost.de;Situationsansatz;;;52.4350438;13.4573353
Wutzkyallee 90;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12353;030661 70 60;kita-wutzkyallee@kita-suedost.de;;;;52.42046000000001;13.47309
Landreiterweg 55;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;12353;030030-667 90 90;landreiterweg@humanistischekitas.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4229844;13.4495867
Lipschitzallee 23;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12353;0306616168;ev-kita.dreieinigkeit@kk-neukoelln.de;Situationsansatz;;;52.4228052;13.4574038
Wildhüterweg 8;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12353;03066 70 99 56;kita-wildhueterweg@kita-suedost.de;Situationsansatz;;;52.42223;13.45561
Lipschitzallee 72;Malteser Hilfsdienst gGmbH;Kindertagesstätte;12353;03060258284;Kathrin.baron@malteser.org;;;;52.42478999999999;13.46289
Agnes-Straub-Weg 20 - 22;Pretty World gGmbH;Kindertagesstätte;12353;0177 1761583;info@pw-ggmbh.de;;;;52.42387;13.48261
Joachim-Gottschalk-Weg 41;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12353;03066090916;ev-kita.apfelsinenkiste@kk-neukoelln.de;;;;52.4231;13.47775
Martin-Luther-King-Weg 7;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12353;03060490660;ev-kita.mlk@kk-neukoelln.de;Situationsansatz;;;52.4284999;13.4551929
Lipschitzallee 74;Kath. Kirchengemeinde St. Dominicus;Kindertagesstätte;12353;0306043090;Kita-Hort@st-dominicus.de;Montessori-Pädagogik;;;52.42424639999999;13.4628598
Ulrich-von-Hassell-Weg 4;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12353;0303920 3299;ev-kita.regenbogen@kk-neukoelln.de;;;;52.42435;13.46625
Lipschitzallee 38;Mieterinitiative HWS-Gropiusstadt e.V.;Eltern-Initiativ-Kindertagesstätte;12353;030603 10 38;kinderhort.gropiusstadt@googlemail.com;Situationsansatz;;;52.42767;13.46686
Kirschnerweg 29;Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH);Kindertagesstätte;12353;0306042012;gabriele.niegisch@internationaler-bund.de;Situationsansatz;;;52.4265896;13.4556374
Neudecker Weg 84;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12355;030663 20 90;kita-neudeckerweg@kita-suedost.de;Situationsansatz;;;52.4192157;13.5077526
Jeanette-Wolff-Str. 13;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;12355;03066992820;info-diewilde13@awo-suedost.de;Situationsansatz;;;52.4029373;13.5098348
Korbmacherweg 33;Orte für Kinder GmbH;Kindertagesstätte;12355;0306699 1611;till-eulenspiegel@ortefuerkinder.de;;;;52.4159179;13.4889747
Dora-Mendler-Str. 2A;Verein zur Errichtung und Betreibung von EKTs e.V.;Eltern-Initiativ-Kindertagesstätte;12355;030663 60 88;chiquitito@ekts.de;Situationsansatz;;;52.4114;13.51199
Neudecker Weg 33;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12355;030669999310;ev-kita.momo@kk-neukoelln.de;;;;52.4202569;13.514671
Groß-Ziethener Chaussee 144;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12355;030661 92 91;kita-gross-ziethenerchaussee@kita-suedost.de;Situationsansatz;;;52.40965;13.47577
Ursulinenstr. 27;Forum Soziale Dienste Kita I GmbH;Kindertagesstätte;12355;030669930-0;kita.ursulinchen@forum-soziale-dienste.de;Gesundheit;;;52.4040618;13.5038357
Knollstr. 73;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12355;030669 92 90;kita-knollstrasse@kita-suedost.de;Situationsansatz;;;52.40652;13.50628
Elly-Heuss-Knapp-Str. 21;flinke - kids e. V.;Kindertagesstätte;12355;030;kinderladen_rudow@gmx.de;;;;52.4036729;13.5061048
Alt-Rudow 46;Kath. Kirchengemeinde St. Joseph;Kindertagesstätte;12357;0306631622;kita@st-joseph-berlin.de;Situationsansatz;Gesundheit, Religionspädagogik;;52.4187121;13.494084
Neuköllner Str. 226;LebensTraum Kinder UG (haftungsbeschränkt);Kindertagesstätte;12357;03030340082;lebenstraum-kinder@gmx.de;;;;52.42795340000001;13.4803655
Köpenicker Str. 154;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12357;030663 13 78;mail@kita-koepenicker-strasse.de;Bewegung/Sport;;;52.4275753;13.488207
Prierosser Str. 70 - 72;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12357;0306614979;Ev.-kita.rudow@kk-neukoelln.de;;;;52.4275753;13.488207
Zwickauer Damm 24;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12357;030665 29 980;mail@tabaluga-kita-bei-kib.de;Bewegung/Sport;;;52.4275753;13.488207
Neuköllner Str. 312;Verein zur Errichtung und Betreibung von EKTs e.V.;Eltern-Initiativ-Kindertagesstätte;12357;030662 98 48;balou@ekts.de;Situationsansatz;;;52.42079;13.48757
Flurweg 77;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;12357;030661 60 81;flurweg@inakindergarten.de;Situationsansatz;;;52.4283788;13.4806773
Fritz-Erler-Allee 26 - 27;Erdmännchen gemeinnützige GmbH;Kindertagesstätte;12357;03026571900;kita-erdmaennchen@gmx.de;;;;52.4275753;13.488207
Buschkrugallee 23;Kurdistan Kultur- und Hilfsverein e.V.;Eltern-Initiativ-Kindertagesstätte;12359;03068083987;kitaevin@kkh-e.v.de;Situationsansatz;;;52.4620615;13.4455351
Ortolanweg 94;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12359;030603 10 09;kita-ortolanweg@kita-suedost.de;Situationsansatz;;;52.4404403;13.4683741
Wesenberger Ring 1;FamilienZitadelle gemeinnützige GmbH;Kindertagesstätte;12359;03089392510;ravelin@familienzitadelle.de;Situationsansatz;;;52.43908;13.44065
Fritz-Reuter-Allee 130;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12359;03060111337;ev-kita.hephatha@kk-neukeolln.de;;;;52.4426;13.44779
Bruno-Taut-Ring 9G;Kath. Kirchengemeinde Bruder Klaus;Kindertagesstätte;12359;0306016792;kita@bruder-klaus-berlin.de;Religionspädagogik;;;52.44049;13.44916
Paster-Behrens-Str. 81;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12359;03067 06 67 02;kita-paster-behrens-strasse@kita-suedost.de;;;;52.4432249;13.4441071
Buckower Damm 59;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12359;0306670 6928;ev-kita.blumhardt@kk-neukoelln.de;;;;52.4480476;13.4519726
Fritz-Reuter-Allee 136;Ev. Kirchenkreis Neukölln;Kindertagesstätte;12359;0306011133;ev-kita.hephatha@kk-neukoelln.de;;;;52.4426;13.44779
Fulhamer Allee 1;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12359;03066 86 94 54;mail@kita-fulhamer-allee.de;Bewegung/Sport;;;52.44626;13.44239
Möwenweg 21;Forum Soziale Dienste Kita I GmbH;Kindertagesstätte;12359;0306019029;kita.moewe@forum-soziale-dienste.de;Situationsansatz;;;52.44154;13.46162
Alt-Britz 41;Kath. Kirchengemeinde Bruder Klaus;Kindertagesstätte;12359;0306062266;kita-schutzengel@t-online.de;;;;52.450021;13.4400173
Hanne Nüte 1;Kinder- und Schülerladen Purzelbaum Britz e.V.;Eltern-Initiativ-Kindertagesstätte;12359;606 40 87;;;;;52.45173;13.45104
Buschkrugallee 31 /31A;Regenbogen gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;12359;03055234041;Kitaregenbogen@yahoo.de;Situationsansatz;Interkulturelle Pädagogik;;52.46146;13.44618
Fritz-Reuter-Allee 173;Erdmännchen gemeinnützige GmbH;Kindertagesstätte;12359;03066527870;kita-erdmaennchen@gmx.de;;;;52.43796;13.44767
Wesenberger Ring 13;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;12359;0306021260;info-rappelkiste@awo-suedost.de;Situationsansatz;;;52.44087;13.44206
Grüner Weg 56;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12359;030601 20 01;kita-gruenerweg@kita-suedost.de;;;;52.44139999999999;13.45205
Parchimer Allee 2;Vereinigung für Jugendhilfe Berlin e.V.;Eltern-Initiativ-Kindertagesstätte;12359;0306012723;;Integration von Kindern mit Behinderung;;;52.44711;13.46112
Buckower Damm 192;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;12359;030604 20 60;mail@kita-buckower-spatzen.de;Bewegung/Sport;;;52.4480476;13.4519726
Am Treptower Park 37;Alt-Treptower Kinderladen Elterninitiative e.V.;Eltern-Initiativ-Kindertagesstätte;12435;03066309026;;Situationsansatz;;;52.48627;13.46522
Elsenstr. 41;Kinderstube Abeona e. V.;Eltern-Initiativ-Kindertagesstätte;12435;0160 90936512;info@kinderstube-abeona.de;Sonstiges;;;52.4870968;13.4513175
Elsenstr. 25;Pretty World gGmbH;Eltern-Initiativ-Kindertagesstätte;12435;03053023357;vbf-integration@gmx.de;;;;52.48939;13.4541
Hoffmannstr. 12;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;12435;03053214638;heureka-berlin@froebel-gruppe.de;bilingual (deutsch-englisch), Situationsansatz;;;52.49425;13.45918
Wildenbruchstr. 41;Kunger Küken e. V.;Eltern-Initiativ-Kindertagesstätte;12435;03022468663;kungerkueken@posteo.de;Ansatz von Emmi Pikler, Montessori-Pädagogik;Ästhetische Bildung (Musik und Kunst), Theaterpädagogik;;52.4893738;13.4507253
Bouchestr. 25A;offensiv 91 e.V.;Kindertagesstätte;12435;030533 72 03;offensive.kruemel@t-online.de;;;;52.48999;13.44728
Puschkinallee 10;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;12435;0305347207;wirbelwind-berlin@froebel-gruppe.de;bilingual (deutsch-englisch), Körper und Bewegung;;;52.4934989;13.458632
Puderstr. 21;GFAJ e.V.;Kindertagesstätte;12435;030530 26 661;gretaandfriends@gfajev.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst);deutsch - englisch;52.485442;13.4643706
Am Treptower Park 76 /77;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12435;030533 76 15;kita-amtreptowerpark@kita-suedost.de;Situationsansatz;;;52.49301999999999;13.45746
Karl-Kunger-Str. 59;Karl und Karla e. V.;Eltern-Initiativ-Kindertagesstätte;12435;03032663104;karlundkarla@web.de;;;;52.4913037;13.4473993
Wildenbruchstr. 25;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12435;03068 08 56 88-0;kita-wildenbruchstrasse@kita-suedost.de;Situationsansatz;;;52.4892435;13.4505256
Elsenstr. 102A;Pretty World gGmbH;Kindertagesstätte;12435;030;;;;;52.4894012;13.4548858
Am Treptower Park 70;WeG gGmbH;Waldkindergarten;12435;030624 94 07;info@wegggmbh.de;Situationsansatz, Sonstiges;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.4909299;13.4588478
Orionstr. 40;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12435;030533 72 01;kita-orionstrasse@kita-suedost.de;;;;52.47993229999999;13.4808558
Am Treptower Park 70 Postadresse: nur Trägeradresse;WeG gGmbH;Kindertagesstätte;12435;030624 94 07;info@wegggmbh.de;Fröbel-Pädagogik, Reggio-Pädagogik, Situationsansatz, Sonstiges;Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik;;52.4839855;13.4697778
Behringstr. 33;Kleiner Fratz GmbH;Kindertagesstätte;12437;03023888224;kita.baume@kleiner-fratz-berlin.de;Situationsansatz, Sonstiges;;;52.46525;13.49105
Kiefholzstr. 269;GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH;Kindertagesstätte;12437;03067519370;villa.klecks@gefa-berlin.de;Situationsansatz, Sonstiges;Interkulturelle Pädagogik;deutsch - englisch, deutsch - russisch;52.46720440000001;13.4850839
Heidemühler Weg 37 / 39;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Kindertagesstätte;12437;030532 88 06;kita-heidemuehlerweg@kita-suedost.de;;;;52.46325;13.48756
